pk_teuna_fikt,SEMEL_YISHUV,HODESH_TEUNA,SUG_DEREH,SUG_YOM,YOM_LAYLA,YOM_BASHAVUA,HUMRAT_TEUNA,PNE_KVISH,X,Y,lat,lon
2023004574,5000,9,urban junction,holiday eve,day,Saturday,fatal,dry,182573.0,661892.0,32.04966155379567,34.81390826892107
2023004596,0,11,not urban not junction,non holiday,day,Thursday,severe,dry,181440.0,659112.0,32.02455449756256,34.80202160366486
2023004598,2550,11,urban not junction,non holiday,day,Wednesday,light,dry,178966.0,636432.0,31.81994153289733,34.776781261793744
2023004599,3000,2,urban junction,non holiday,night,Sunday,light,dry,220491.0,633391.0,31.793234555273,35.21536591561921
2023004626,0,9,not urban junction,non holiday,day,Wednesday,light,dry,176341.0,626179.0,31.72738246283638,34.749509401565405
2023004636,1326,9,urban not junction,holiday eve,night,Sunday,severe,dry,210076.0,715130.0,32.5303066629917,35.10459347785626
2023004647,70,9,urban junction,non holiday,day,Thursday,light,dry,165432.0,632816.0,31.786772169672656,34.6340405775372
2023004668,5000,3,urban junction,non holiday,day,Thursday,light,dry,184123.0,668237.0,32.10692892469964,34.83008677627545
2023004673,3000,8,urban not junction,non holiday,day,Thursday,light,dry,219406.0,632577.0,31.785894054269303,35.20390941304018
2023004674,6900,5,urban not junction,non holiday,day,Monday,light,dry,192595.0,676096.0,32.17803313390429,34.919625754839316
2023004688,2530,9,urban not junction,non holiday,day,Sunday,severe,unknown,184909.0,649950.0,31.942043363947707,34.839069335768784
2023004689,6200,9,urban junction,non holiday,day,Friday,light,dry,176075.0,658313.0,32.01715640764192,34.74526815606632
2023004692,0,3,not urban not junction,non holiday,day,Saturday,light,dry,261942.0,796043.0,33.25908758228516,35.66039092402713
2023004734,634,8,urban not junction,non holiday,day,Friday,severe,dry,198326.0,668847.0,32.11278516312954,34.98055184462714
2023004738,5000,11,urban junction,non holiday,night,Wednesday,light,dry,179478.0,662622.0,32.056139352777755,34.78110783653279
2023004741,654,12,urban not junction,non holiday,night,Thursday,light,unknown,205020.0,712373.0,32.50539168060233,35.050817976910096
2023004755,6200,9,urban junction,non holiday,day,Friday,light,dry,176380.0,658134.0,32.01555386817469,34.748504354558804
2023004776,3000,6,urban junction,non holiday,day,Friday,light,dry,221655.0,635458.0,31.811873884823513,35.227661290186454
2023004778,0,9,not urban not junction,holiday eve,night,Friday,severe,unknown,189169.0,681613.0,32.227696594616916,34.88312495333912
2023004781,70,8,urban junction,non holiday,day,Sunday,light,dry,165772.0,632672.0,31.785489611381298,34.63763814012175
2023004787,3000,3,urban not junction,non holiday,day,Tuesday,light,dry,221830.0,636476.0,31.821054219650907,35.229511975448816
2023004800,7400,5,urban not junction,non holiday,night,Tuesday,severe,unknown,185396.0,689083.0,32.294949558572306,34.84283117354896
2023004810,3000,2,urban junction,non holiday,day,Thursday,light,dry,223074.0,637227.0,31.827823723466523,35.242654128870704
2023004813,8400,9,urban junction,non holiday,day,Tuesday,light,dry,183283.0,645074.0,31.898020931242552,34.82205507419286
2023004817,1309,11,urban not junction,non holiday,day,Monday,light,dry,194990.0,662053.0,32.051450235012794,34.94537796279432
2023004820,0,10,not urban junction,non holiday,day,Thursday,light,dry,194647.0,652109.0,31.961767860265685,34.94200169459873
2023004821,7100,6,urban junction,non holiday,day,Sunday,light,dry,160205.0,619552.0,31.666899027498093,34.579658479201136
2023004822,7300,12,urban not junction,non holiday,night,Monday,light,wet from water,227415.0,732266.0,32.68483674143205,35.28930184063932
2023004826,7400,3,urban junction,non holiday,night,Saturday,severe,dry,187100.0,692671.0,32.32735481942229,34.86079971691371
2023004831,6400,10,urban junction,non holiday,day,Wednesday,light,dry,184591.0,675270.0,32.17036503248072,34.83478940854635
2023004842,7900,12,urban junction,non holiday,night,Saturday,fatal,dry,191053.0,664490.0,32.073334783964185,34.903619388260076
2023004850,5000,1,urban junction,non holiday,day,Wednesday,severe,dry,176684.0,660184.0,32.034051834973454,34.75163099857063
2023004857,0,11,not urban not junction,non holiday,night,Monday,severe,dry,204168.0,702988.0,32.42075201149749,35.04190354438189
2023004865,7900,6,urban not junction,non holiday,day,Tuesday,light,dry,189857.0,666017.0,32.087074336517944,34.89090563586756
2023004881,2650,3,urban junction,non holiday,day,Wednesday,light,dry,184364.0,672728.0,32.14743504106994,34.832475854602336
2023004884,0,9,not urban not junction,non holiday,day,Monday,light,dry,182546.0,648043.0,31.92477173237175,34.81415145482246
2023004886,5000,5,urban not junction,non holiday,night,Saturday,severe,unknown,178500.0,663593.0,32.0648605829691,34.7707106717886
2023004906,3000,1,urban junction,non holiday,night,Thursday,light,dry,219462.0,635130.0,31.80891798849577,35.204500699462606
2023004925,7900,11,urban junction,non holiday,night,Friday,light,dry,186042.0,667028.0,32.09608488781249,34.85046015617702
2023004929,166,2,urban junction,non holiday,day,Wednesday,light,wet from water,173136.0,632870.0,31.78759747807569,34.715375721162886
2023004940,0,9,not urban junction,non holiday,day,Thursday,light,dry,160794.0,601897.0,31.507713781522252,34.58691980781351
2023004947,7900,3,urban junction,non holiday,day,Sunday,light,dry,187089.0,666357.0,32.090064448362234,34.86157416580068
2023004955,70,3,urban junction,non holiday,day,Friday,severe,dry,166991.0,632566.0,31.784590334038764,34.65051360022843
2023004958,6200,5,urban junction,non holiday,night,Tuesday,light,dry,176432.0,658048.0,32.014780315336445,34.74905856278697
2023004976,7900,4,urban junction,non holiday,day,Sunday,light,dry,189674.0,666616.0,32.09247120554583,34.888948648192866
2023004990,6100,3,urban not junction,non holiday,day,Tuesday,severe,dry,185233.0,664802.0,32.075987048090006,34.84196924754079
2023005011,3000,9,urban not junction,holiday eve,day,Sunday,light,dry,221727.0,632771.0,31.787641357739147,35.22841542160671
2023005016,5000,12,urban junction,non holiday,night,Saturday,severe,dry,177724.0,661310.0,32.04424467722643,34.76259192892161
2023005017,0,9,not urban junction,non holiday,day,Saturday,light,dry,199837.0,684762.0,32.256330302525626,34.9962354194843
2023005027,6200,4,urban junction,holiday workday,day,Friday,light,dry,176149.0,657398.0,32.00890796524817,34.74609245932598
2023005031,4000,12,urban not junction,non holiday,night,Monday,light,dry,201701.0,744285.0,32.79309785192345,35.014893243350556
2023005041,3000,7,urban junction,non holiday,night,Monday,light,dry,218564.0,627325.0,31.73852889842547,35.19502418807709
2023005053,3000,3,urban junction,non holiday,day,Thursday,light,dry,220532.0,631850.0,31.779337164003778,35.215797128876275
2023005066,0,4,not urban not junction,non holiday,day,Friday,severe,dry,201366.0,631377.0,31.774928867098094,35.013462372768686
2023005067,7900,8,urban not junction,non holiday,night,Saturday,light,dry,190348.0,664699.0,32.07520157436291,34.89614645397098
2023005073,2710,2,urban not junction,non holiday,day,Tuesday,light,dry,214504.0,714033.0,32.52044321278972,35.15173248816195
2023005076,0,7,not urban junction,non holiday,day,Monday,severe,dry,227631.0,728262.0,32.64873056859202,35.29156991788945
2023005079,0,7,not urban not junction,non holiday,day,Wednesday,severe,dry,265052.0,794274.0,33.24301147507576,35.693677047322474
2023005104,6200,4,urban junction,non holiday,day,Friday,light,dry,177006.0,657462.0,32.00951754744284,34.75515956797923
2023005111,0,4,not urban not junction,non holiday,day,Wednesday,light,dry,193028.0,635691.0,31.81367136590269,34.92532253584725
2023005120,0,5,not urban not junction,non holiday,day,Sunday,light,dry,219710.0,669922.0,32.12267723706326,35.207129071120015
2023005140,2500,2,urban junction,non holiday,night,Saturday,light,dry,204995.0,741479.0,32.767844578675195,35.05010208155147
2023005147,5000,10,urban junction,non holiday,day,Sunday,light,dry,177698.0,662215.0,32.05240478764679,34.76227742246993
2023005149,3000,4,urban not junction,holiday,day,Wednesday,severe,unknown,220446.0,633929.0,31.79808648699767,35.214891308246045
2023005166,70,12,urban junction,non holiday,night,Sunday,light,wet from water,166991.0,632566.0,31.784590334038764,34.65051360022843
2023005200,9600,6,urban not junction,non holiday,day,Saturday,light,dry,207500.0,750548.0,32.84964904747273,35.07671986106576
2023005205,6000,12,urban not junction,non holiday,night,Wednesday,light,dry,204130.0,702897.0,32.41993090107886,35.04150102424826
2023005212,7400,1,urban junction,non holiday,night,Saturday,severe,dry,188533.0,690849.0,32.31096547308193,34.8760779985235
2023005222,3000,3,urban not junction,non holiday,day,Sunday,light,dry,221131.0,633473.0,31.793973301190658,35.22212383160461
2023005223,0,6,not urban not junction,non holiday,day,Wednesday,light,dry,249779.0,741133.0,32.764401762509166,35.52804827212757
2023005239,0,8,not urban not junction,non holiday,night,Saturday,light,dry,216009.0,685759.0,32.265487180778635,35.16785334837373
2023005243,70,3,urban junction,non holiday,night,Tuesday,light,dry,166607.0,632785.0,31.786547571935756,34.646447644820555
2023005251,0,2,not urban not junction,non holiday,night,Thursday,severe,dry,186010.0,670459.0,32.12702388588604,34.85000165785227
2023005280,168,4,urban junction,holiday eve,day,Wednesday,light,dry,193464.0,691464.0,32.31663659755321,34.9284210237591
2023005284,0,12,not urban junction,non holiday,day,Wednesday,light,dry,201832.0,552326.0,31.061985365952257,35.01978345863598
2023005285,0,3,not urban junction,holiday,night,Tuesday,severe,unknown,187175.0,647121.0,31.916598015921533,34.86312835605119
2023005309,3000,8,urban not junction,non holiday,day,Sunday,light,dry,220053.0,634434.0,31.802641043289892,35.21074170686452
2023005322,4000,9,urban junction,holiday eve,day,Saturday,light,dry,199323.0,747339.0,32.820594404488084,34.989440640094614
2023005338,3000,9,urban junction,non holiday,night,Wednesday,fatal,dry,219055.0,632828.0,31.788157604388125,35.20020338670461
2023005342,4000,7,urban junction,non holiday,night,Tuesday,light,dry,201249.0,742635.0,32.77821254285576,35.01010026353357
2023005343,0,2,not urban junction,non holiday,day,Monday,light,dry,207617.0,740323.0,32.757452286056804,35.07810014372143
2023005350,5000,10,urban junction,non holiday,day,Monday,light,dry,180760.0,664424.0,32.072433982485315,34.79461026546049
2023005374,7400,3,urban not junction,non holiday,day,Thursday,light,dry,187453.0,690970.0,32.31202623873875,34.86460598724054
2023005384,9500,12,urban not junction,non holiday,day,Thursday,light,dry,208880.0,749371.0,32.839050368340985,35.09147488659094
2023005386,7100,7,urban junction,non holiday,day,Sunday,light,dry,161075.0,618842.0,31.66054079414251,34.588874054320065
2023005396,0,12,not urban not junction,non holiday,night,Wednesday,light,dry,233149.0,754864.0,32.888545275638954,35.35077472963487
2023005404,0,2,not urban not junction,non holiday,day,Thursday,light,dry,215407.0,768939.0,33.015533882453916,35.16110424247601
2023005408,0,1,not urban not junction,non holiday,day,Monday,light,wet from water,212735.0,597571.0,31.470168626528622,35.133714816725984
2023005421,0,10,not urban junction,non holiday,day,Friday,light,unknown,183035.0,642067.0,31.870895726011653,34.81954630849008
2023005437,654,12,urban not junction,non holiday,day,Tuesday,light,dry,205020.0,712373.0,32.50539168060233,35.050817976910096
2023005448,8700,9,urban not junction,non holiday,night,Wednesday,light,dry,188719.0,676110.0,32.17806018924118,34.878527952654174
2023005453,3000,10,urban junction,holiday workday,day,Monday,light,sand or dust on road,222281.0,636268.0,31.819177373318784,35.23427491757155
2023005461,0,9,not urban not junction,holiday eve,day,Sunday,light,dry,195911.0,740606.0,32.75981590893247,34.953175457740244
2023005464,0,3,not urban not junction,non holiday,day,Wednesday,light,dry,190138.0,705557.0,32.44363690791845,34.89266563186239
2023005469,0,4,not urban junction,non holiday,night,Thursday,severe,wet from water,214973.0,716402.0,32.541807266473995,35.156712864563595
2023005477,379,3,urban not junction,non holiday,night,Wednesday,severe,unknown,195064.0,689389.0,32.29796116058623,34.94546495364119
2023005496,0,9,not urban not junction,non holiday,night,Saturday,severe,dry,224299.0,769863.0,33.02386199096514,35.25627385366258
2023005508,3000,12,urban not junction,non holiday,night,Monday,light,dry,218594.0,634255.0,31.801026590335724,35.19533468858178
2023005522,1161,4,urban not junction,non holiday,day,Sunday,severe,unknown,176674.0,588820.0,31.390475035907738,34.75464237582969
2023005528,0,12,not urban junction,non holiday,night,Sunday,light,unknown,210809.0,768198.0,33.00882578226297,35.11190214429275
2023005529,529,3,urban not junction,non holiday,day,Friday,light,dry,217653.0,747992.0,32.82666553832125,35.18518247189984
2023005540,4000,7,urban junction,non holiday,day,Friday,fatal,dry,200966.0,741672.0,32.769524514414904,35.007098761428985
2023005543,0,2,not urban junction,non holiday,day,Monday,fatal,dry,155298.0,579781.0,31.30797269044609,34.53049523948418
2023005565,0,8,not urban junction,non holiday,day,Sunday,light,dry,195975.0,660175.0,32.03453540778362,34.955853364983035
2023005583,0,5,not urban not junction,non holiday,night,Thursday,severe,dry,212383.0,747527.0,32.82245137954882,35.12890466944208
2023005606,6300,11,urban not junction,non holiday,night,Thursday,light,dry,181413.0,664351.0,32.071797860151094,34.8015288909257
2023005620,6200,6,urban junction,non holiday,night,Monday,light,dry,176432.0,658221.0,32.016340392508845,34.749050848074106
2023005626,9100,7,urban not junction,non holiday,day,Sunday,light,unknown,210042.0,768763.0,33.013913825246775,35.10368833232151
2023005641,5000,8,urban junction,non holiday,night,Friday,light,dry,178749.0,661890.0,32.049512337361435,34.77341953603659
2023005651,507,7,urban not junction,non holiday,day,Friday,light,dry,215585.0,762096.0,32.953833384204366,35.163038042254115
2023005706,7200,3,urban junction,non holiday,day,Wednesday,light,dry,182130.0,649124.0,31.934506581335835,34.809711121409904
2023005734,0,6,not urban junction,non holiday,night,Friday,light,dry,182819.0,676348.0,32.180029766213295,34.81596128936237
2023005755,2720,7,urban not junction,non holiday,night,Wednesday,fatal,dry,195483.0,681839.0,32.22988710170605,34.95010340271566
2023005779,6800,6,urban junction,non holiday,night,Wednesday,light,dry,210129.0,746418.0,32.812434793618316,35.10484522144636
2023005786,6100,12,urban not junction,non holiday,night,Friday,light,unknown,184495.0,666625.0,32.09240387572621,34.83408667651309
2023005792,0,9,not urban not junction,non holiday,day,Wednesday,severe,dry,193701.0,663900.0,32.06807768903622,34.93168003904873
2023005803,5000,11,urban not junction,non holiday,day,Wednesday,severe,dry,179950.0,662393.0,32.05409087346005,34.78611515532888
2023005833,4000,2,urban junction,non holiday,day,Tuesday,light,dry,199152.0,744880.0,32.79841877019931,34.9876683942087
2023005848,0,4,not urban junction,non holiday,day,Thursday,light,dry,219774.0,733985.0,32.70036581855519,35.207829026736526
2023005856,0,7,not urban not junction,non holiday,night,Thursday,light,dry,178990.0,660475.0,32.03676082684123,34.77603068448435
2023005857,654,1,urban not junction,non holiday,night,Tuesday,light,dry,205288.0,712502.0,32.50655836645172,35.05366793048111
2023005893,3000,4,urban junction,holiday eve,night,Tuesday,light,dry,223320.0,637150.0,31.82712850348765,35.24525231024925
2023005894,541,6,urban not junction,non holiday,day,Saturday,light,dry,191419.0,715870.0,32.5366650161837,34.9059809855072
2023005903,8600,1,urban not junction,non holiday,night,Monday,light,dry,185812.0,662533.0,32.05554299040106,34.84818086350489
2023005910,0,5,not urban junction,non holiday,night,Saturday,light,unknown,177212.0,655008.0,31.987395514514603,34.75744710980144
2023005915,6500,12,urban junction,non holiday,day,Thursday,light,dry,195120.0,703106.0,32.42165528364809,34.945707564094285
2023005943,6600,7,urban junction,non holiday,night,Sunday,severe,dry,179979.0,657971.0,32.014215149109475,34.78660332681364
2023006008,4000,4,urban not junction,holiday,night,Wednesday,light,unknown,196892.0,746682.0,32.8146230699603,34.96349655379916
2023006022,0,5,not urban not junction,non holiday,night,Tuesday,fatal,dry,209038.0,747420.0,32.82145992979806,35.09318442308718
2023006031,7400,3,urban not junction,non holiday,day,Tuesday,severe,dry,185838.0,692008.0,32.3213390386161,34.84742028671734
2023006032,6600,3,urban not junction,non holiday,night,Wednesday,light,dry,178267.0,658996.0,32.023397426218786,34.76843977953083
2023006043,7900,10,urban junction,non holiday,night,Monday,light,dry,186989.0,665678.0,32.08393848557711,34.860537813250936
2023006067,6600,11,urban not junction,non holiday,night,Wednesday,light,dry,178998.0,656932.0,32.00481100227721,34.77626398756249
2023006069,492,12,urban not junction,non holiday,day,Saturday,severe,unknown,234808.0,752008.0,32.86277127804359,35.36845695182295
2023006075,6600,12,urban not junction,non holiday,day,Sunday,light,dry,178382.0,657114.0,32.00643007981955,34.76973717696025
2023006079,70,11,urban junction,non holiday,day,Tuesday,light,dry,168234.0,632833.0,31.787054540839303,34.663622632512286
2023006088,0,10,not urban junction,non holiday,night,Tuesday,severe,dry,217340.0,722093.0,32.59313165949817,35.181898486497886
2023006102,8500,10,urban not junction,non holiday,day,Tuesday,severe,dry,188104.0,648585.0,31.929826447188333,34.87290323355462
2023006111,154,10,urban not junction,non holiday,day,Tuesday,severe,unknown,192648.0,684896.0,32.25738992429253,34.91994074283275
2023006118,0,9,not urban not junction,non holiday,day,Wednesday,severe,dry,184055.0,661075.0,32.04234134441586,34.82962989495418
2023006127,8200,6,urban not junction,non holiday,day,Sunday,light,dry,207525.0,747808.0,32.82494308693275,35.077022207004376
2023006128,6800,4,urban junction,non holiday,day,Tuesday,severe,dry,211010.0,746506.0,32.81323540974121,35.114251616024795
2023006159,7900,3,urban junction,non holiday,day,Monday,light,dry,187771.0,668027.0,32.10514351945829,34.868743410338425
2023006164,3000,11,urban not junction,non holiday,day,Tuesday,light,dry,220263.0,634563.0,31.803804283718737,35.2129594337761
2023006173,8800,3,urban not junction,non holiday,day,Friday,light,dry,217410.0,744062.0,32.7912285541305,35.182595993280756
2023006177,8600,9,urban not junction,non holiday,day,Monday,light,dry,185560.0,664293.0,32.071406839724474,34.84545049853905
2023006198,0,5,not urban junction,non holiday,night,Sunday,light,dry,195975.0,660175.0,32.03453540778362,34.955853364983035
2023006227,1722,6,urban not junction,non holiday,day,Wednesday,light,dry,226157.0,764492.0,32.9754236924246,35.27612137676506
2023006246,4000,6,urban junction,non holiday,day,Sunday,light,dry,200041.0,743891.0,32.78951712352623,34.997180155639576
2023006251,7900,12,urban junction,non holiday,day,Tuesday,light,unknown,187153.0,667524.0,32.10059005146878,34.862212879598125
2023006263,0,8,not urban junction,non holiday,day,Friday,light,dry,191604.0,696010.0,32.35758538779268,34.90853602442277
2023006286,0,7,not urban not junction,non holiday,day,Friday,light,dry,177877.0,660646.0,32.038262512892416,34.76424045678778
2023006319,166,6,urban junction,non holiday,day,Wednesday,light,dry,172016.0,633688.0,31.79492827939979,34.703511003293926
2023006322,0,4,not urban junction,holiday workday,day,Monday,light,dry,237093.0,729789.0,32.66238916265464,35.392447950425655
2023006325,6800,2,urban junction,non holiday,day,Monday,light,dry,209997.0,745158.0,32.801072338501186,35.103448589148734
2023006336,6600,4,urban junction,non holiday,night,Saturday,light,dry,178822.0,658923.0,32.02275918381875,34.77431755023355
2023006358,7900,3,urban junction,non holiday,day,Sunday,light,unknown,189219.0,664627.0,32.074522638113876,34.884191317995935
2023006359,0,3,not urban not junction,non holiday,day,Friday,severe,dry,205815.0,731426.0,32.677206829394486,35.05900073380746
2023006375,0,6,not urban not junction,non holiday,day,Monday,fatal,dry,184357.0,680958.0,32.221650010479216,34.83209973578414
2023006395,538,12,urban not junction,non holiday,night,Tuesday,light,wet from water,222337.0,755044.0,32.89025015284401,35.23522759165388
2023006403,1200,7,urban junction,non holiday,day,Sunday,severe,dry,200235.0,644585.0,31.894023771165372,35.00126179745097
2023006410,0,10,not urban not junction,holiday workday,day,Sunday,fatal,dry,228984.0,634138.0,31.79993196680556,35.30505093850414
2023006414,0,1,not urban junction,non holiday,night,Friday,severe,dry,197240.0,744224.0,32.79246670677024,34.9672713656985
2023006437,5000,8,urban junction,non holiday,night,Monday,light,dry,181251.0,664242.0,32.07080945753203,34.799817534384594
2023006447,5000,2,urban junction,non holiday,night,Sunday,light,dry,179311.0,663802.0,32.06677439044438,34.77929029318063
2023006454,5000,7,urban not junction,non holiday,day,Tuesday,light,dry,178611.0,662083.0,32.051247790346245,34.77195020150873
2023006471,0,2,not urban junction,non holiday,night,Tuesday,light,dry,190829.0,675271.0,32.17054997623113,34.90092544678827
2023006474,0,12,not urban not junction,non holiday,day,Tuesday,light,wet from water,206638.0,745762.0,32.8064845097715,35.06757790937908
2023006491,8600,7,urban junction,non holiday,night,Sunday,light,unknown,183417.0,666451.0,32.090800889564115,34.82267388579182
2023006517,9300,3,urban junction,non holiday,day,Thursday,light,dry,196337.0,718600.0,32.56139537953606,34.95826595685778
2023006534,5000,9,urban not junction,non holiday,night,Thursday,light,dry,181369.0,661553.0,32.04656461068171,34.801173596562506
2023006542,0,2,not urban not junction,non holiday,day,Thursday,light,dry,192437.0,635836.0,31.814965173848215,34.919076835936856
2023006570,0,2,not urban not junction,non holiday,night,Saturday,severe,dry,165218.0,625366.0,31.719577976451674,34.63219461021962
2023006571,8300,5,urban not junction,non holiday,day,Monday,severe,unknown,180817.0,652532.0,31.965195805743726,34.79569026932434
2023006577,7900,4,urban junction,non holiday,day,Tuesday,light,dry,186042.0,667028.0,32.09608488781249,34.85046015617702
2023006640,0,8,not urban not junction,non holiday,day,Monday,light,dry,194633.0,651631.0,31.957456922477466,34.94186586386622
2023006655,0,1,not urban not junction,non holiday,night,Monday,light,wet from water,206678.0,711777.0,32.50003763854414,35.06846950576565
2023006676,7400,6,urban not junction,non holiday,night,Sunday,light,dry,186899.0,692751.0,32.32807038575774,34.858662282117685
2023006681,3000,7,urban junction,non holiday,day,Thursday,severe,dry,222419.0,638383.0,31.838250807366528,35.23573891588439
2023006682,6400,5,urban not junction,non holiday,day,Thursday,severe,dry,185325.0,674528.0,32.16369641146938,34.84259778595727
2023006702,3000,3,urban not junction,non holiday,day,Friday,severe,unknown,221720.0,637367.0,31.82908978786202,35.228352210397865
2023006724,0,2,not urban junction,non holiday,night,Monday,light,wet from water,195773.0,735219.0,32.711238615477654,34.95183983009252
2023006758,0,5,not urban junction,non holiday,day,Monday,light,dry,197110.0,627172.0,31.736931365469033,34.968628490145726
2023006765,9000,11,urban junction,non holiday,day,Wednesday,light,dry,179929.0,574797.0,31.264119732679298,34.7894186488426
2023006770,8900,6,urban not junction,non holiday,night,Thursday,severe,dry,218067.0,751042.0,32.85416765699237,35.189599250394664
2023006775,7100,11,urban junction,non holiday,day,Sunday,light,dry,159609.0,618947.0,31.661412202097953,34.573411093463804
2023006780,6800,4,urban junction,non holiday,day,Sunday,light,dry,210649.0,746277.0,32.811167700063585,35.11039904759794
2023006805,9000,1,urban junction,non holiday,night,Monday,light,dry,182823.0,573355.0,31.251208933859054,34.81985665980763
2023006812,4000,12,urban junction,non holiday,day,Monday,light,unknown,201177.0,745467.0,32.80374723728366,35.00927600057519
2023006817,8400,7,urban junction,non holiday,day,Friday,light,dry,181097.0,645177.0,31.89887817386792,34.79894342806419
2023006823,7400,3,urban not junction,non holiday,night,Tuesday,light,dry,185680.0,688274.0,32.28766299777207,34.84587499021427
2023006838,2630,11,urban not junction,non holiday,day,Tuesday,light,dry,177912.0,612533.0,31.604376750131863,34.766662847894004
2023006844,4000,4,urban junction,non holiday,night,Saturday,light,dry,202899.0,743825.0,32.78896876817703,35.027690707799344
2023006850,9800,9,urban not junction,non holiday,day,Tuesday,severe,dry,195478.0,713795.0,32.51804932828995,34.94924193894491
2023006853,9000,5,urban not junction,non holiday,day,Friday,severe,unknown,179550.0,573626.0,31.253545689736622,34.78548602765493
2023006857,6600,2,urban junction,non holiday,day,Monday,light,sand or dust on road,178135.0,658996.0,32.023392615724866,34.76704255562466
2023006858,8600,12,urban junction,non holiday,day,Sunday,light,dry,181634.0,665233.0,32.07975894896095,34.80383474521424
2023006882,1139,4,urban not junction,non holiday,day,Sunday,light,dry,227035.0,757638.0,32.913617264965204,35.28545732663279
2023006883,1063,4,urban not junction,non holiday,night,Friday,light,dry,226947.0,769539.0,33.020925610647744,35.28461350914716
2023006884,5000,12,urban junction,non holiday,day,Friday,light,dry,180197.0,665239.0,32.079764026017756,34.78861443421796
2023006892,0,6,not urban not junction,non holiday,day,Thursday,light,dry,177420.0,633772.0,31.79589748674661,34.760567499686005
2023006922,0,7,not urban not junction,non holiday,day,Monday,fatal,dry,218040.0,625843.0,31.725162990480243,35.18949665190146
2023006928,6600,11,urban not junction,non holiday,day,Wednesday,severe,dry,178769.0,659352.0,32.02662591826743,34.773738447386194
2023006934,4000,9,urban not junction,holiday eve,day,Sunday,light,dry,199878.0,743272.0,32.78393276635598,34.99545316990212
2023006940,0,11,not urban junction,non holiday,day,Monday,severe,wet from water,193814.0,566655.0,31.191074341182944,34.93541214843773
2023006946,3000,8,urban junction,non holiday,day,Sunday,light,dry,220675.0,640555.0,31.857841785751393,35.217317777039284
2023006963,6600,9,urban junction,non holiday,day,Tuesday,light,dry,180875.0,659351.0,32.02669064312893,34.79603140114276
2023006992,0,8,not urban junction,non holiday,night,Monday,light,unknown,215293.0,758985.0,32.92578121715076,35.15992919488296
2023007006,0,11,not urban not junction,non holiday,day,Sunday,severe,unknown,187581.0,691373.0,32.31566393873113,34.86595165303693
2023007020,0,10,not urban junction,holiday eve,night,Friday,severe,dry,167210.0,621302.0,31.683021009614478,34.653427196106456
2023007038,0,8,not urban not junction,non holiday,night,Wednesday,severe,dry,191896.0,712291.0,32.5044042870479,34.91116346744649
2023007041,5000,12,urban not junction,non holiday,night,Tuesday,light,wet from water,180382.0,666827.0,32.094090604178405,34.790509329803776
2023007046,0,11,not urban junction,non holiday,day,Thursday,light,dry,188108.0,569560.0,31.21713570465431,34.875457369158326
2023007048,6200,6,urban not junction,non holiday,day,Wednesday,light,dry,176727.0,659270.0,32.02581121728394,34.752126714654885
2023007084,0,1,not urban junction,non holiday,day,Tuesday,light,dry,222133.0,740398.0,32.75818895436713,35.2330050604555
2023007090,5000,8,urban not junction,non holiday,day,Wednesday,severe,dry,180970.0,664502.0,32.073144540376994,34.79683119516729
2023007092,0,5,not urban junction,non holiday,day,Thursday,light,dry,205478.0,745576.0,32.8047932178479,35.05519524099075
2023007095,5000,9,urban not junction,non holiday,night,Saturday,light,dry,176818.0,662571.0,32.05558226228057,34.75294391025333
2023007096,0,11,not urban not junction,non holiday,day,Tuesday,light,dry,201492.0,628622.0,31.750085208221776,35.01484318831675
2023007116,3000,3,urban junction,non holiday,day,Sunday,light,dry,220727.0,633897.0,31.79779761939955,35.21785850692139
2023007117,0,1,not urban junction,non holiday,day,Friday,light,dry,183769.0,574288.0,31.2596529406684,34.829754540242476
2023007118,70,1,urban junction,non holiday,day,Thursday,light,dry,165479.0,631891.0,31.778432781849432,34.63458794759144
2023007133,5000,5,urban junction,non holiday,night,Thursday,severe,dry,178687.0,663522.0,32.06422708383435,34.7726939734941
2023007135,0,4,not urban junction,non holiday,day,Thursday,light,dry,180111.0,577388.0,31.28749381682748,34.791227695943114
2023007147,6600,4,urban not junction,non holiday,day,Saturday,severe,dry,177826.0,656691.0,32.00259524476317,34.763871227972736
2023007195,8600,2,urban junction,non holiday,night,Thursday,light,dry,183633.0,664650.0,32.074566743241476,34.825029038854915
2023007197,0,9,not urban not junction,holiday eve,day,Sunday,light,dry,221085.0,733449.0,32.69553149450621,35.22180926189093
2023007202,4000,5,urban junction,non holiday,night,Tuesday,light,dry,197529.0,743409.0,32.78512374484475,34.97037580160707
2023007237,3000,8,urban not junction,non holiday,day,Tuesday,severe,dry,222322.0,632821.0,31.788090937211784,35.23469780867229
2023007242,3000,3,urban not junction,non holiday,day,Thursday,light,dry,219258.0,632218.0,31.782656432406835,35.202346872178865
2023007251,1059,3,urban not junction,non holiday,day,Thursday,severe,dry,208476.0,572458.0,31.243642221157206,35.08917565242236
2023007261,0,2,not urban junction,non holiday,day,Monday,light,dry,223788.0,646511.0,31.911546927061902,35.25023751167025
2023007275,9000,5,urban junction,non holiday,day,Saturday,light,dry,179993.0,572117.0,31.239951205178933,34.790196139223774
2023007284,0,9,not urban not junction,non holiday,night,Wednesday,severe,dry,184577.0,683478.0,32.244381149392574,34.83434141181114
2023007290,3000,8,urban junction,non holiday,night,Monday,light,dry,218736.0,633151.0,31.79107039060387,35.196835005495856
